model_a,model_b,rule,n_evaluable,n01_a_wrong_b_right,n10_a_right_b_wrong,accuracy_a,accuracy_b,accuracy_delta_a_minus_b,f1_a,f1_b,f1_delta_a_minus_b,mcnemar_p_exact,bh_fdr_q_within_pair,significant_q_lt_0_05,pred_na_policy
gemini-3-pro-preview-thinking,gpt-oss-120b,H2,700,3,4,0.991429,0.990000,0.001429,0.970874,0.966507,0.004367,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-120b,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-120b,H4,700,8,19,0.981429,0.965714,0.015714,0.968370,0.941176,0.027193,0.052239,0.104478,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-120b,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-120b,H6,700,0,8,0.992857,0.981429,0.011429,0.978541,0.945607,0.032934,0.007813,0.031250,yes,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H1,700,3,2,0.995714,0.997143,-0.001429,0.987654,0.991935,-0.004281,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H2,700,2,2,0.991429,0.991429,0.000000,0.970874,0.971154,-0.000280,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H4,700,8,21,0.981429,0.962857,0.018571,0.968370,0.933673,0.034696,0.024120,0.048239,yes,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,gpt-oss-20b,H6,700,1,10,0.992857,0.980000,0.012857,0.978541,0.939655,0.038886,0.011719,0.046875,yes,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H1,700,3,0,0.995714,1.000000,-0.004286,0.987654,1.000000,-0.012346,0.250000,0.416667,no,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H2,700,1,3,0.991429,0.988571,0.002857,0.970874,0.961905,0.008969,0.625000,0.625000,no,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H4,700,8,3,0.981429,0.988571,-0.007143,0.968370,0.980100,-0.011730,0.226563,0.416667,no,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H5,422,0,3,1.000000,0.992891,0.007109,1.000000,0.985222,0.014778,0.250000,0.416667,no,as_pass
gemini-3-pro-preview-thinking,kimi-k2-thinking,H6,700,1,3,0.992857,0.990000,0.002857,0.978541,0.970213,0.008328,0.625000,0.625000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H1,700,0,0,0.995714,0.995714,0.000000,0.987654,0.987654,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H2,700,1,0,0.991429,0.992857,-0.001429,0.970874,0.975610,-0.004736,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H4,700,7,9,0.981429,0.978571,0.002857,0.968370,0.963504,0.004866,0.803619,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H5,422,0,2,1.000000,0.995261,0.004739,1.000000,0.990099,0.009901,0.500000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-235b-a22b-thinking-2507,H6,700,3,3,0.992857,0.992857,0.000000,0.978541,0.978903,-0.000362,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H1,700,0,2,0.995714,0.992857,0.002857,0.987654,0.979592,0.008062,0.500000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H2,700,1,0,0.991429,0.992857,-0.001429,0.970874,0.975610,-0.004736,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H4,700,9,7,0.981429,0.984286,-0.002857,0.968370,0.973105,-0.004735,0.803619,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,qwen3-30b-a3b-thinking-2507,H6,700,5,30,0.992857,0.957143,0.035714,0.978541,0.888060,0.090481,0.000022,0.000089,yes,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H1,700,3,0,0.995714,1.000000,-0.004286,0.987654,1.000000,-0.012346,0.250000,0.625000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H2,700,2,1,0.991429,0.992857,-0.001429,0.970874,0.975610,-0.004736,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H4,700,7,10,0.981429,0.977143,0.004286,0.968370,0.961165,0.007205,0.629059,1.000000,no,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gemini-3-pro-preview-thinking,qwen3-next-80b-a3b-thinking,H6,700,1,24,0.992857,0.960000,0.032857,0.978541,0.890625,0.087916,0.000002,0.000008,yes,as_pass
gpt-5.2,gpt-oss-120b,H1,700,1,1,0.998571,0.998571,0.000000,0.995918,0.995951,-0.000033,1.000000,1.000000,no,as_pass
gpt-5.2,gpt-oss-120b,H2,700,6,1,0.982857,0.990000,-0.007143,0.943396,0.966507,-0.023111,0.125000,0.208333,no,as_pass
gpt-5.2,gpt-oss-120b,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-5.2,gpt-oss-120b,H4,700,14,15,0.967143,0.965714,0.001429,0.945626,0.941176,0.004450,1.000000,1.000000,no,as_pass
gpt-5.2,gpt-oss-120b,H5,422,7,0,0.983412,1.000000,-0.016588,0.966184,1.000000,-0.033816,0.015625,0.039063,yes,as_pass
gpt-5.2,gpt-oss-120b,H6,700,394,9,0.431429,0.981429,-0.550000,0.374214,0.945607,-0.571393,0.000000,0.000000,yes,as_pass
gpt-5.2,gpt-oss-20b,H1,700,1,2,0.998571,0.997143,0.001429,0.995918,0.991935,0.003983,1.000000,1.000000,no,as_pass
gpt-5.2,gpt-oss-20b,H2,700,7,1,0.982857,0.991429,-0.008571,0.943396,0.971154,-0.027758,0.070313,0.117188,no,as_pass
gpt-5.2,gpt-oss-20b,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-5.2,gpt-oss-20b,H4,700,15,18,0.967143,0.962857,0.004286,0.945626,0.933673,0.011953,0.728332,0.910416,no,as_pass
gpt-5.2,gpt-oss-20b,H5,422,7,0,0.983412,1.000000,-0.016588,0.966184,1.000000,-0.033816,0.015625,0.039063,yes,as_pass
gpt-5.2,gpt-oss-20b,H6,700,394,10,0.431429,0.980000,-0.548571,0.374214,0.939655,-0.565441,0.000000,0.000000,yes,as_pass
gpt-5.2,kimi-k2-thinking,H1,700,1,0,0.998571,1.000000,-0.001429,0.995918,1.000000,-0.004082,1.000000,1.000000,no,as_pass
gpt-5.2,kimi-k2-thinking,H2,700,4,0,0.982857,0.988571,-0.005714,0.943396,0.961905,-0.018509,0.125000,0.208333,no,as_pass
gpt-5.2,kimi-k2-thinking,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-5.2,kimi-k2-thinking,H4,700,18,3,0.967143,0.988571,-0.021429,0.945626,0.980100,-0.034473,0.001490,0.003724,yes,as_pass
gpt-5.2,kimi-k2-thinking,H5,422,7,3,0.983412,0.992891,-0.009479,0.966184,0.985222,-0.019038,0.343750,0.429687,no,as_pass
gpt-5.2,kimi-k2-thinking,H6,700,396,5,0.431429,0.990000,-0.558571,0.374214,0.970213,-0.595999,0.000000,0.000000,yes,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H1,700,0,2,0.998571,0.995714,0.002857,0.995918,0.987654,0.008264,0.500000,0.500000,no,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H2,700,7,0,0.982857,0.992857,-0.010000,0.943396,0.975610,-0.032214,0.015625,0.039063,yes,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H4,700,15,7,0.967143,0.978571,-0.011429,0.945626,0.963504,-0.017877,0.133801,0.223001,no,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H5,422,7,2,0.983412,0.995261,-0.011848,0.966184,0.990099,-0.023915,0.179687,0.224609,no,as_pass
gpt-5.2,qwen3-235b-a22b-thinking-2507,H6,700,396,3,0.431429,0.992857,-0.561429,0.374214,0.978903,-0.604689,0.000000,0.000000,yes,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H1,700,0,4,0.998571,0.992857,0.005714,0.995918,0.979592,0.016327,0.125000,0.125000,no,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H2,700,7,0,0.982857,0.992857,-0.010000,0.943396,0.975610,-0.032214,0.015625,0.019531,yes,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H4,700,15,3,0.967143,0.984286,-0.017143,0.945626,0.973105,-0.027479,0.007538,0.018845,yes,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H5,422,7,0,0.983412,1.000000,-0.016588,0.966184,1.000000,-0.033816,0.015625,0.019531,yes,as_pass
gpt-5.2,qwen3-30b-a3b-thinking-2507,H6,700,377,9,0.431429,0.957143,-0.525714,0.374214,0.888060,-0.513846,0.000000,0.000000,yes,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H1,700,1,0,0.998571,1.000000,-0.001429,0.995918,1.000000,-0.004082,1.000000,1.000000,no,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H2,700,7,0,0.982857,0.992857,-0.010000,0.943396,0.975610,-0.032214,0.015625,0.031250,yes,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H4,700,17,10,0.967143,0.977143,-0.010000,0.945626,0.961165,-0.015539,0.247789,0.371683,no,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H5,422,7,0,0.983412,1.000000,-0.016588,0.966184,1.000000,-0.033816,0.015625,0.031250,yes,as_pass
gpt-5.2,qwen3-next-80b-a3b-thinking,H6,700,382,12,0.431429,0.960000,-0.528571,0.374214,0.890625,-0.516411,0.000000,0.000000,yes,as_pass
gpt-oss-120b,gpt-oss-20b,H1,700,1,2,0.998571,0.997143,0.001429,0.995951,0.991935,0.004016,1.000000,1.000000,no,as_pass
gpt-oss-120b,gpt-oss-20b,H2,700,3,2,0.990000,0.991429,-0.001429,0.966507,0.971154,-0.004647,1.000000,1.000000,no,as_pass
gpt-oss-120b,gpt-oss-20b,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,gpt-oss-20b,H4,700,14,16,0.965714,0.962857,0.002857,0.941176,0.933673,0.007503,0.855536,1.000000,no,as_pass
gpt-oss-120b,gpt-oss-20b,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,gpt-oss-20b,H6,700,8,9,0.981429,0.980000,0.001429,0.945607,0.939655,0.005952,1.000000,1.000000,no,as_pass
gpt-oss-120b,kimi-k2-thinking,H1,700,1,0,0.998571,1.000000,-0.001429,0.995951,1.000000,-0.004049,1.000000,1.000000,no,as_pass
gpt-oss-120b,kimi-k2-thinking,H2,700,2,3,0.990000,0.988571,0.001429,0.966507,0.961905,0.004602,1.000000,1.000000,no,as_pass
gpt-oss-120b,kimi-k2-thinking,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,kimi-k2-thinking,H4,700,20,4,0.965714,0.988571,-0.022857,0.941176,0.980100,-0.038923,0.001544,0.007719,yes,as_pass
gpt-oss-120b,kimi-k2-thinking,H5,422,0,3,1.000000,0.992891,0.007109,1.000000,0.985222,0.014778,0.250000,0.416667,no,as_pass
gpt-oss-120b,kimi-k2-thinking,H6,700,7,1,0.981429,0.990000,-0.008571,0.945607,0.970213,-0.024606,0.070313,0.175781,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H1,700,1,3,0.998571,0.995714,0.002857,0.995951,0.987654,0.008297,0.625000,0.726563,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H2,700,5,3,0.990000,0.992857,-0.002857,0.966507,0.975610,-0.009103,0.726563,0.726563,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H4,700,15,6,0.965714,0.978571,-0.012857,0.941176,0.963504,-0.022327,0.078354,0.195885,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H5,422,0,2,1.000000,0.995261,0.004739,1.000000,0.990099,0.009901,0.500000,0.726563,no,as_pass
gpt-oss-120b,qwen3-235b-a22b-thinking-2507,H6,700,9,1,0.981429,0.992857,-0.011429,0.945607,0.978903,-0.033296,0.021484,0.107422,no,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H1,700,1,5,0.998571,0.992857,0.005714,0.995951,0.979592,0.016360,0.218750,0.291667,no,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H2,700,5,3,0.990000,0.992857,-0.002857,0.966507,0.975610,-0.009103,0.726563,0.726563,no,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H4,700,19,6,0.965714,0.984286,-0.018571,0.941176,0.973105,-0.031929,0.014633,0.029267,yes,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,qwen3-30b-a3b-thinking-2507,H6,700,8,25,0.981429,0.957143,0.024286,0.945607,0.888060,0.057547,0.004551,0.018206,yes,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H1,700,1,0,0.998571,1.000000,-0.001429,0.995951,1.000000,-0.004049,1.000000,1.000000,no,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H2,700,4,2,0.990000,0.992857,-0.002857,0.966507,0.975610,-0.009103,0.687500,1.000000,no,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H4,700,14,6,0.965714,0.977143,-0.011429,0.941176,0.961165,-0.019989,0.115318,0.288296,no,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-120b,qwen3-next-80b-a3b-thinking,H6,700,2,17,0.981429,0.960000,0.021429,0.945607,0.890625,0.054982,0.000729,0.003643,yes,as_pass
gpt-oss-20b,kimi-k2-thinking,H1,700,2,0,0.997143,1.000000,-0.002857,0.991935,1.000000,-0.008065,0.500000,0.625000,no,as_pass
gpt-oss-20b,kimi-k2-thinking,H2,700,1,3,0.991429,0.988571,0.002857,0.971154,0.961905,0.009249,0.625000,0.625000,no,as_pass
gpt-oss-20b,kimi-k2-thinking,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-20b,kimi-k2-thinking,H4,700,21,3,0.962857,0.988571,-0.025714,0.933673,0.980100,-0.046426,0.000277,0.001386,yes,as_pass
gpt-oss-20b,kimi-k2-thinking,H5,422,0,3,1.000000,0.992891,0.007109,1.000000,0.985222,0.014778,0.250000,0.416667,no,as_pass
gpt-oss-20b,kimi-k2-thinking,H6,700,10,3,0.980000,0.990000,-0.010000,0.939655,0.970213,-0.030558,0.092285,0.230713,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H1,700,2,3,0.997143,0.995714,0.001429,0.991935,0.987654,0.004281,1.000000,1.000000,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H2,700,3,2,0.991429,0.992857,-0.001429,0.971154,0.975610,-0.004456,1.000000,1.000000,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H4,700,19,8,0.962857,0.978571,-0.015714,0.933673,0.963504,-0.029830,0.052239,0.130597,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H5,422,0,2,1.000000,0.995261,0.004739,1.000000,0.990099,0.009901,0.500000,0.833333,no,as_pass
gpt-oss-20b,qwen3-235b-a22b-thinking-2507,H6,700,11,2,0.980000,0.992857,-0.012857,0.939655,0.978903,-0.039248,0.022461,0.112305,no,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H1,700,2,5,0.997143,0.992857,0.004286,0.991935,0.979592,0.012344,0.453125,0.604167,no,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H2,700,3,2,0.991429,0.992857,-0.001429,0.971154,0.975610,-0.004456,1.000000,1.000000,no,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H4,700,20,5,0.962857,0.984286,-0.021429,0.933673,0.973105,-0.039432,0.004077,0.016309,yes,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-20b,qwen3-30b-a3b-thinking-2507,H6,700,12,28,0.980000,0.957143,0.022857,0.939655,0.888060,0.051595,0.016589,0.033178,yes,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H1,700,2,0,0.997143,1.000000,-0.002857,0.991935,1.000000,-0.008065,0.500000,0.833333,no,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H2,700,3,2,0.991429,0.992857,-0.001429,0.971154,0.975610,-0.004456,1.000000,1.000000,no,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H4,700,20,10,0.962857,0.977143,-0.014286,0.933673,0.961165,-0.027492,0.098737,0.246843,no,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
gpt-oss-20b,qwen3-next-80b-a3b-thinking,H6,700,8,22,0.980000,0.960000,0.020000,0.939655,0.890625,0.049030,0.016125,0.080624,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H1,700,0,3,1.000000,0.995714,0.004286,1.000000,0.987654,0.012346,0.250000,0.625000,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H2,700,4,1,0.988571,0.992857,-0.004286,0.961905,0.975610,-0.013705,0.375000,0.625000,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H4,700,2,9,0.988571,0.978571,0.010000,0.980100,0.963504,0.016596,0.065430,0.327148,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H5,422,3,2,0.992891,0.995261,-0.002370,0.985222,0.990099,-0.004877,1.000000,1.000000,no,as_pass
kimi-k2-thinking,qwen3-235b-a22b-thinking-2507,H6,700,5,3,0.990000,0.992857,-0.002857,0.970213,0.978903,-0.008690,0.726563,0.908203,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H1,700,0,5,1.000000,0.992857,0.007143,1.000000,0.979592,0.020408,0.062500,0.156250,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H2,700,4,1,0.988571,0.992857,-0.004286,0.961905,0.975610,-0.013705,0.375000,0.468750,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H4,700,4,7,0.988571,0.984286,0.004286,0.980100,0.973105,0.006994,0.548828,0.548828,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H5,422,3,0,0.992891,1.000000,-0.007109,0.985222,1.000000,-0.014778,0.250000,0.416667,no,as_pass
kimi-k2-thinking,qwen3-30b-a3b-thinking-2507,H6,700,5,28,0.990000,0.957143,0.032857,0.970213,0.888060,0.082153,0.000066,0.000331,yes,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H1,700,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H2,700,5,2,0.988571,0.992857,-0.004286,0.961905,0.975610,-0.013705,0.453125,0.566406,no,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H4,700,3,11,0.988571,0.977143,0.011429,0.980100,0.961165,0.018934,0.057373,0.143433,no,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H5,422,3,0,0.992891,1.000000,-0.007109,0.985222,1.000000,-0.014778,0.250000,0.416667,no,as_pass
kimi-k2-thinking,qwen3-next-80b-a3b-thinking,H6,700,0,21,0.990000,0.960000,0.030000,0.970213,0.890625,0.079588,0.000001,0.000005,yes,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H1,700,0,2,0.995714,0.992857,0.002857,0.987654,0.979592,0.008062,0.500000,0.625000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H2,700,1,1,0.992857,0.992857,0.000000,0.975610,0.975610,0.000000,1.000000,1.000000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H3,106,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H4,700,10,6,0.978571,0.984286,-0.005714,0.963504,0.973105,-0.009601,0.454498,0.625000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H5,422,2,0,0.995261,1.000000,-0.004739,0.990099,1.000000,-0.009901,0.500000,0.625000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-30b-a3b-thinking-2507,H6,700,3,28,0.992857,0.957143,0.035714,0.978903,0.888060,0.090843,0.000005,0.000023,yes,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H1,700,3,0,0.995714,1.000000,-0.004286,0.987654,1.000000,-0.012346,0.250000,0.750000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H2,700,2,2,0.992857,0.992857,0.000000,0.975610,0.975610,0.000000,1.000000,1.000000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H4,700,5,6,0.978571,0.977143,0.001429,0.963504,0.961165,0.002339,1.000000,1.000000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H5,422,2,0,0.995261,1.000000,-0.004739,0.990099,1.000000,-0.009901,0.500000,1.000000,no,as_pass
qwen3-235b-a22b-thinking-2507,qwen3-next-80b-a3b-thinking,H6,700,1,24,0.992857,0.960000,0.032857,0.978903,0.890625,0.088278,0.000002,0.000009,yes,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H1,700,5,0,0.992857,1.000000,-0.007143,0.979592,1.000000,-0.020408,0.062500,0.312500,no,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H2,700,2,2,0.992857,0.992857,0.000000,0.975610,0.975610,0.000000,1.000000,1.000000,no,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H3,106,0,1,1.000000,0.990566,0.009434,1.000000,0.995074,0.004926,1.000000,1.000000,no,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H4,700,6,11,0.984286,0.977143,0.007143,0.973105,0.961165,0.011940,0.332306,0.830765,no,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H5,422,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,,,no,as_pass
qwen3-30b-a3b-thinking-2507,qwen3-next-80b-a3b-thinking,H6,700,18,16,0.957143,0.960000,-0.002857,0.888060,0.890625,-0.002565,0.864166,1.000000,no,as_pass
